soil_moisture_pct,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,soil_ph,nitrogen_ppm,phosphorus_ppm,potassium_ppm,evapotranspiration,growth_stage_enc,soil_type_Clay,soil_type_Loamy,soil_type_Peaty,soil_type_Sandy,soil_type_Silt,crop_type_Groundnut,crop_type_Maize,crop_type_Onion,crop_type_Potato,crop_type_Rice,crop_type_Soybean,crop_type_Sugarcane,crop_type_Tomato,crop_type_Wheat,season_Rabi,season_Zaid,region_East,region_North,region_South,region_West,irrigation_method_Flood,irrigation_method_Furrow,irrigation_method_Sprinkler
0.36342010432632893,0.28778077057825524,1.2356259422946414,0.46905795433795694,0.15882732321122042,1.75481289959691,-1.3283567923138822,-0.9099146142896433,0.8284565538501782,-1.1171646828809345,0.6868041969974307,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1.0524497338581555,0.0751158130077865,-0.11100275321237835,0.5137702646315034,0.393523794569885,-0.8405909846395108,1.476217876521774,-0.1811966131968223,0.025172171017808193,0.42917957501771564,-1.4373324947471997,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False
-1.1620710514230705,-1.103333398810494,-1.6630944632109697,0.11765870622035446,0.11582095710012015,-1.4647894771079417,-0.06468040232567097,-0.6355111034581609,-1.4678758336528328,1.0995280313980567,0.6868041969974307,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
-0.30583312424730635,-0.34359007868281977,-0.659368234755887,0.24955394966185748,0.07891831562157595,-0.7260913509175315,-1.3224128554902947,-1.671454706112493,-0.5602524421459588,1.7391650267017726,-0.021241366917446165,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
-0.4561859095305397,0.0009594556508126101,-0.34133957215525457,0.3482529694338806,0.9368618020887018,-0.7624886117980925,-1.2431836220694008,-1.5042999913750066,1.392645176972097,1.465458077356074,-0.021241366917446165,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-1.6322530446368266,-0.7413272847934979,0.07275120100642396,0.14303007692286876,0.7710727756726841,-1.6032035239626936,-0.4375294979585359,-1.5902800957559664,0.9185764541138337,1.3066459543419533,-0.729286930832323,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.8481578742779674,0.8963538057415181,0.2024316374473906,0.1403363300644359,0.14546463823110753,-1.1054868584135973,-1.1835823662108151,0.2677720227735227,-1.7028233277312408,-0.1881804564164442,-0.729286930832323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.9024255731028422,1.6999327736550267,-1.6750577929501682,0.7589859377218533,0.2804976588399495,0.6468668887229673,-1.3801997480614352,-1.5258630952252525,1.132803186262613,0.038707114783971486,-0.729286930832323,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.076993113967364,-0.48261173411810315,-1.6792775934177706,0.06831312787635771,0.7493550530319982,-1.2606899242736544,-0.8821327333779015,-1.1240572843314025,-0.8067411821294094,1.4513029878399042,1.3948497609123074,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
-1.374575748457461,1.2873288198150787,-0.7165611059477104,0.19162574552259556,0.5540504220070828,0.837453064239186,1.609909582211812,-0.8502956477017974,1.000726057332753,-1.0417541413115778,-0.729286930832323,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
